Date,Team1,Score1,Team2,Score2
11/18/2018,Tulane,63,Washington,51
11/18/2018,Akron,77,N Kentucky,60
11/18/2018,Syracuse,70,Bucknell,56
11/18/2018,California,81,Pacific,69
11/18/2018,Mississippi St,110,Coppin St,38
11/18/2018,Toledo,65,Duquesne,52
11/18/2018,San Diego St,81,Incarnate Word,38
11/18/2018,Indiana,75,North Florida,52
11/18/2018,Kent,75,Oakland,65
11/18/2018,Nevada,76,Long Beach St,67
11/18/2018,Maryland,85,South Carolina,61
11/18/2018,ULM,69,McNeese St,60
11/18/2018,Mississippi,69,W Michigan,66
11/18/2018,Sacred Heart,71,New Hampshire,60
11/18/2018,Penn St,79,Princeton,71
11/18/2018,Rhode Island,61,Vermont,58
11/18/2018,Southern Miss,76,Samford,40
11/18/2018,TCU,65,SMU,63
11/18/2018,UC Davis,75,Washington St,62
11/18/2018,VA Commonwealth,53,Wake Forest,40
11/18/2018,Purdue,78,PFW,44
11/18/2018,Rutgers,65,Albany NY,39
11/18/2018,Brown,89,Holy Cross,85
11/18/2018,Cincinnati,51,St Louis,50
11/18/2018,UC Riverside,62,Coastal Car,43
11/18/2018,Hawaii,67,Seattle,51
11/18/2018,Kansas St,61,Missouri KC,50
11/18/2018,South Florida,87,Oklahoma,70
11/18/2018,Virginia,73,Old Dominion,67
11/18/2018,Arizona St,88,Arkansas,85
11/18/2018,Boston College,64,Houston,57
11/18/2018,East Carolina,68,Kennesaw,56
11/18/2018,Northwestern,83,Florida,74
11/18/2018,Louisiana Tech,66,Memphis,50
11/18/2018,Duke,81,Elon,64
11/18/2018,FL Atlantic,69,Richmond,55
11/18/2018,UCLA,78,Seton Hall,62
11/18/2018,UCF,76,Mercer,42
11/18/2018,Tennessee,96,Florida A&M,31
11/18/2018,Georgia Tech,63,Georgia,53
11/18/2018,LSU,58,Florida St,45
11/18/2018,Norfolk St,65,Navy,58
11/18/2018,St Francis NY,101,Morehead St,94
11/18/2018,N Illinois,70,Northern Iowa,59
11/18/2018,New Mexico,72,Hartford,65
11/18/2018,Iowa St,75,Miami FL,52
11/19/2018,North Alabama,68,Alabama St,42
11/19/2018,Belmont,45,MTSU,38
11/19/2018,Louisville,74,Boise St,55
11/19/2018,Cleveland St,67,Illinois St,63
11/19/2018,Michigan,95,Detroit,62
11/19/2018,Georgetown,70,Pittsburgh,41
11/19/2018,Utah,74,Idaho St,60
11/19/2018,Denver,83,American Univ,54
11/19/2018,TN Martin,108,Chr Brothers,82
11/19/2018,Santa Clara,64,CS Fullerton,60
11/19/2018,Siena,86,Howard,81
11/19/2018,Wisconsin,65,IUPUI,64
11/19/2018,Loy Marymount,70,UC Santa Barbara,57
11/19/2018,Virginia Tech,74,Chattanooga,59
11/19/2018,Missouri,59,SIUE,36
11/19/2018,South Alabama,53,Southern Univ,49
11/19/2018,Tennessee Tech,77,W Carolina,58
11/19/2018,Troy,84,ETSU,66
11/19/2018,Alabama,76,Clemson,56
11/19/2018,MS Valley St,95,Austin Peay,89
11/19/2018,Jacksonville,68,Savannah St,58
11/19/2018,Louisiana,68,Jackson St,61
11/19/2018,Prairie View,105,Arlington Bap,31
11/19/2018,Sam Houston St,101,Wiley,63
11/20/2018,Northwestern LA,78,Alcorn St,65
11/20/2018,Minnesota,84,Ark Pine Bluff,42
11/20/2018,Bethune-Cookman,68,Florida Intl,57
11/20/2018,Boston Univ,67,Bryant,65
11/20/2018,Bowling Green,88,Loyola-Chicago,74
11/20/2018,Butler,89,MA Lowell,36
11/20/2018,Campbell,57,Norfolk St,49
11/20/2018,N Colorado,53,Colorado St,47
11/20/2018,PFW,72,Evansville,66
11/20/2018,F Dickinson,64,NJIT,43
11/20/2018,Fresno St,65,WI Milwaukee,48
11/20/2018,Hampton,72,James Madison,65
11/20/2018,Kent,62,Youngstown St,34
11/20/2018,WI Green Bay,70,Maine,39
11/20/2018,Massachusetts,74,UTRGV,70
11/20/2018,SE Louisiana,63,SMU,62
11/20/2018,SE Missouri St,81,W Illinois,71
11/20/2018,WKU,83,S Illinois,76
11/20/2018,Texas Tech,78,TAM C. Christi,61
11/20/2018,Texas St,68,UT San Antonio,60
11/20/2018,Towson,71,UMBC,62
11/20/2018,Wofford,70,Winthrop,53
11/20/2018,Marshall,82,Bluefield WV,29
11/20/2018,Delaware,85,Delaware St,77
11/20/2018,UT Arlington,78,Grambling,54
11/20/2018,Miami OH,68,High Point,55
11/20/2018,St Peter's,62,Lafayette,60
11/20/2018,Villanova,81,La Salle,68
11/20/2018,UNC Wilmington,89,NC Central,82
11/20/2018,Rice,76,TX Southern,71
11/20/2018,UNC Greensboro,62,Young Harris,29
11/20/2018,Louisiana Tech,80,Arkansas St,70
11/20/2018,Virginia,67,NC A&T,57
11/20/2018,St Joseph's PA,68,Niagara,54
11/20/2018,Tulsa,86,St Louis,75
11/20/2018,Murray St,97,Lipscomb,61
11/20/2018,UC Irvine,75,Southern Utah,58
11/20/2018,Appalachian St,65,Elon,62
11/20/2018,Texas A&M,61,Ark Little Rock,40
11/20/2018,Northern Iowa,65,Creighton,55
11/20/2018,CS Bakersfield,74,Whittier,46
11/20/2018,Stony Brook,72,Ga Southern,43
11/20/2018,S Carolina St,57,Presbyterian,48
11/20/2018,UAB,90,Chicago St,45
11/20/2018,Oral Roberts,75,Missouri KC,64
11/20/2018,Abilene Chr,58,New Mexico St,46
11/20/2018,BYU,62,Utah St,57
11/20/2018,St Francis PA,86,Seton Hill,74
11/20/2018,Lamar,104,Le Tourneau,27
11/20/2018,Morehead St,121,Alice Lloyd,56
11/20/2018,Montana,90,Providence GF,45
11/21/2018,Utah Valley,76,Arizona Chr,68
11/21/2018,Belmont,71,N Kentucky,53
11/21/2018,Lehigh,65,Binghamton,55
11/21/2018,Colgate,67,Canisius,53
11/21/2018,UNC Asheville,69,Davidson,56
11/21/2018,Dayton,70,Toledo,49
11/21/2018,Iowa St,85,E Michigan,59
11/21/2018,Mississippi St,106,Furman,41
11/21/2018,Kansas,77,George Mason,56
11/21/2018,Hartford,73,Harvard,60
11/21/2018,Houston Bap,93,Howard Payne,60
11/21/2018,Northeastern,69,New Hampshire,54
11/21/2018,Oklahoma St,82,Samford,62
11/21/2018,Cincinnati,66,Yale,52
11/21/2018,Houston,83,Columbia,72
11/21/2018,Penn St,75,North Dakota,68
11/21/2018,Providence,62,Sacred Heart,52
11/21/2018,Xavier,62,Wake Forest,50
11/21/2018,Air Force,71,Army,60
11/21/2018,Monmouth NJ,64,Albany NY,56
11/21/2018,Utah,95,E Washington,51
11/21/2018,Holy Cross,73,Rhode Island,65
11/21/2018,Indiana,83,Florida,64
11/21/2018,Vanderbilt,89,Tennessee St,63
11/21/2018,Weber St,72,Incarnate Word,64
11/21/2018,C Michigan,75,UCF,68
11/21/2018,Chattanooga,75,Liberty,60
11/21/2018,MTSU,101,MS Valley St,51
11/21/2018,South Dakota,73,Wichita St,64
11/21/2018,LSU-Alexandria,68,McNeese St,60
11/22/2018,Drake,69,Rutgers,59
11/22/2018,Kentucky,85,South Florida,63
11/22/2018,NC State,78,Michigan St,74
11/22/2018,Connecticut,90,Mississippi,50
11/22/2018,DePaul,82,Princeton,67
11/22/2018,Notre Dame,81,Gonzaga,65
11/22/2018,Syracuse,70,Kansas St,61
11/22/2018,Idaho St,60,Kennesaw,49
11/22/2018,UAB,89,Oklahoma,84
11/22/2018,South Carolina,101,ETSU,55
11/22/2018,Oregon St,74,WKU,60
11/22/2018,North Carolina,83,UCLA,49
11/22/2018,Georgia,60,Morgan St,33
11/22/2018,Tennessee,78,Clemson,66
11/22/2018,Georgia Tech,70,G Washington,55
11/22/2018,St John's,68,Purdue,62
11/23/2018,Alabama,73,Grambling,55
11/23/2018,Louisville,58,Arizona St,56
11/23/2018,Boise St,91,Idaho,85
11/23/2018,Bradley,59,Delaware,47
11/23/2018,Brown,68,Fairfield,49
11/23/2018,Bucknell,77,Massachusetts,58
11/23/2018,Buffalo,73,Georgetown,64
11/23/2018,California,65,Tulane,57
11/23/2018,Illinois,74,Cal Poly,51
11/23/2018,Minnesota,65,Cornell,45
11/23/2018,CS Northridge,65,Washington St,52
11/23/2018,Stanford,88,FL Gulf Coast,65
11/23/2018,Indiana St,88,Grand Canyon,81
11/23/2018,NC State,69,G Washington,61
11/23/2018,S Illinois,72,Hartford,50
11/23/2018,Harvard,69,Jacksonville St,62
11/23/2018,Iowa,84,West Virginia,81
11/23/2018,Marist,76,Stetson,69
11/23/2018,Michigan,70,Missouri,54
11/23/2018,N Colorado,68,San Francisco,63
11/23/2018,North Carolina,71,South Florida,69
11/23/2018,Oregon,94,UC Riverside,44
11/23/2018,Texas,56,Quinnipiac,55
11/23/2018,Radford,56,Temple,50
11/23/2018,VA Commonwealth,64,Weber St,36
11/23/2018,Vermont,56,Wagner,54
11/23/2018,Baylor,72,S Dakota St,66
11/23/2018,San Diego St,83,Cal Baptist,67
11/23/2018,Pepperdine,113,CS Sacramento,97
11/23/2018,Denver,117,Lamar                   1,10
11/23/2018,DePaul,79,Kansas St,59
11/23/2018,Drexel,51,Siena,39
11/23/2018,Fresno St,70,UT Arlington,61
11/23/2018,IUPUI,58,UT San Antonio,50
11/23/2018,Northern Iowa,71,Long Beach St,64
11/23/2018,Northern Arizona,63,Loy Marymount,62
11/23/2018,Purdue,70,Mississippi,59
11/23/2018,Pacific,75,N Dakota St,68
11/23/2018,Ohio,70,St Bonaventure,53
11/23/2018,Syracuse,92,Princeton,61
11/23/2018,UC Davis,68,Southern Utah,45
11/23/2018,USC,55,Utah St,46
11/23/2018,Yale,58,Youngstown St,56
11/23/2018,Coastal Car,81,Bowling Green,80
11/23/2018,Washington,71,Duke,64
11/23/2018,George Mason,91,Missouri KC,84
11/23/2018,Rice,66,Georgia St,49
11/23/2018,Michigan St,75,Kennesaw,51
11/23/2018,Miami FL,82,Nebraska,68
11/23/2018,Troy,84,Sam Houston St,79
11/23/2018,Wright St,93,Hofstra,64
11/23/2018,UC Irvine,84,LIU Brooklyn,71
11/23/2018,Memphis,59,Mercer,53
11/23/2018,Arizona,73,S Carolina St,32
11/23/2018,Texas A&M,97,Arkansas St,56
11/23/2018,San Diego,83,Cleveland St,82
11/23/2018,FL Atlantic,53,Lafayette,49
11/23/2018,SMU,60,Robert Morris,55
11/23/2018,St Mary's CA,73,WI Milwaukee,71
11/23/2018,Kentucky,75,UCLA,74
11/23/2018,Nicholls St,58,UTEP,56
11/23/2018,Wyoming,53,North Texas,49
11/23/2018,Fordham,78,Ball St,70
11/23/2018,Florida Intl,77,Florida A&M,54
11/23/2018,Florida St,62,E Kentucky,45
11/23/2018,Wisconsin,57,Pittsburgh,42
11/23/2018,Georgia Tech,74,Idaho St,51
11/23/2018,Southern Miss,67,MS Valley St,60
11/23/2018,Connecticut,65,St John's,55
11/23/2018,Arkansas,79,Tennessee St,55
11/23/2018,BYU,61,TCU,58
11/23/2018,American Univ,69,Hawaii,57
11/23/2018,Campbell,65,NE Omaha,52
11/23/2018,Colorado,65,Nevada,52
11/23/2018,Abilene Chr,81,TX Southern,39
11/23/2018,Maryland,68,Morgan St,44
11/23/2018,Gonzaga,57,Rutgers,40
11/23/2018,WKU,82,ETSU,68
11/23/2018,Clemson,74,Oklahoma,62
11/23/2018,Notre Dame,82,Drake,64
11/23/2018,Oregon St,70,South Carolina,68
11/24/2018,Abilene Chr,70,UTEP,69
11/24/2018,Northeastern,54,Air Force,41
11/24/2018,Stanford,71,American Univ,49
11/24/2018,Arizona St,82,S Illinois,38
11/24/2018,Boise St,61,Northern Iowa,60
11/24/2018,Massachusetts,90,Brown,61
11/24/2018,Bucknell,77,Fairfield,54
11/24/2018,Buffalo,61,S Dakota St,55
11/24/2018,Tennessee Tech,77,Charleston So,55
11/24/2018,Tulane,81,Cleveland St,72
11/24/2018,Furman,70,Col Charleston,67
11/24/2018,CS Sacramento,109,Illinois                1,7
11/24/2018,MTSU,70,Dartmouth,58
11/24/2018,Davidson,76,William & Mary,65
11/24/2018,WI Green Bay,51,Dayton,35
11/24/2018,Detroit,58,Manhattan,56
11/24/2018,FL Gulf Coast,73,Hawaii,67
11/24/2018,Maryland,58,Georgia,51
11/24/2018,Grand Canyon,65,LIU Brooklyn,62
11/24/2018,Louisville,86,Hartford,69
11/24/2018,Texas Tech,82,Houston Bap,76
11/24/2018,Kansas St,80,Princeton,61
11/24/2018,Kentucky,85,North Carolina,75
11/24/2018,Ohio,87,Lamar,62
11/24/2018,Lehigh,62,Norfolk St,41
11/24/2018,Northwestern LA,71,Loyola NO,66
11/24/2018,South Dakota,64,Montana,41
11/24/2018,Mt St Mary's,87,Towson,78
11/24/2018,North Alabama,80,SE Missouri St,67
11/24/2018,Oral Roberts,81,Texas St,64
11/24/2018,Wright St,57,Stetson,44
11/24/2018,WI Milwaukee,56,UC Riverside,54
11/24/2018,Baylor,67,Georgetown,46
11/24/2018,Pepperdine,70,Cal Poly,63
11/24/2018,C Michigan,74,Virginia,61
11/24/2018,Connecticut,86,Purdue,40
11/24/2018,Portland,83,CS Fullerton,74
11/24/2018,Denver,76,St Bonaventure,62
11/24/2018,Syracuse,83,DePaul,81
11/24/2018,New Mexico,89,Houston,84
11/24/2018,Long Beach St,70,Idaho,63
11/24/2018,Marquette,96,IL Chicago,32
11/24/2018,Wichita St,70,Louisiana Tech,56
11/24/2018,SC Upstate,82,NC Central,63
11/24/2018,TCU,81,San Diego St,64
11/24/2018,Virginia Tech,61,Villanova,59
11/24/2018,SIUE,57,PFW,49
11/24/2018,Chattanooga,71,St Louis,61
11/24/2018,Maine,58,NC A&T,52
11/24/2018,Portland St,68,Seattle,43
11/24/2018,Sam Houston St,65,Southern Miss,61
11/24/2018,Boston College,73,Loyola MD,47
11/24/2018,Cincinnati,71,Lipscomb,55
11/24/2018,East Carolina,70,Wake Forest,61
11/24/2018,Marist,71,Hofstra,57
11/24/2018,UC Irvine,77,Indiana St,61
11/24/2018,California,70,San Diego,53
11/24/2018,San Jose St,82,CS Bakersfield,72
11/24/2018,Oregon,79,St Mary's CA,55
11/24/2018,Old Dominion,78,Jacksonville,76
11/24/2018,North Texas,92,N Dakota St,78
11/24/2018,South Florida,60,UCLA,56
11/24/2018,Rider,56,St Joseph's PA,54
11/24/2018,NJIT,79,W Carolina,71
11/24/2018,Penn,65,Navy,61
11/24/2018,UCF,70,Richmond,48
11/24/2018,SF Austin,76,Tulsa,34
11/24/2018,Mississippi St,105,Jackson St,38
11/24/2018,Charlotte,63,Liberty,61
11/24/2018,Santa Clara,77,Missouri St,73
11/24/2018,St John's,64,Mississippi,59
11/24/2018,Pacific,70,Wyoming,64
11/24/2018,BYU,76,Cal Baptist,69
11/24/2018,Pittsburgh,61,Arkansas,54
11/24/2018,Troy,75,MS Valley St,54
11/24/2018,UNLV,69,UC Santa Barbara,51
11/24/2018,Nicholls St,58,TX Southern,57
11/24/2018,Wisconsin,58,Tennessee St,53
11/24/2018,Duke,79,Ball St,62
11/24/2018,Delaware,65,Lafayette,47
11/24/2018,Missouri,65,Quinnipiac,51
11/24/2018,Tennessee,73,UAB,69
11/24/2018,Rutgers,68,ETSU,44
11/24/2018,Bradley,80,FL Atlantic,59
11/24/2018,Drexel,60,Vermont,44
11/24/2018,West Virginia,81,E Kentucky,39
11/24/2018,Gonzaga,76,WKU,55
11/24/2018,Fordham,65,Washington,57
11/24/2018,Washington St,64,Jacksonville St,51
11/24/2018,Florida St,71,Iowa,67
11/24/2018,Siena,74,Wagner,71
11/24/2018,Texas,69,Michigan,52
11/24/2018,Notre Dame,91,Oregon St,81
11/24/2018,Harvard,75,CS Northridge,55
11/24/2018,Drake,90,South Carolina,85
11/24/2018,Loy Marymount,61,Robert Morris,53
11/24/2018,SMU,55,Northern Arizona,48
11/25/2018,FL Gulf Coast,90,American Univ,71
11/25/2018,Mercer,76,Bowling Green,63
11/25/2018,Bucknell,91,Brown,78
11/25/2018,New Hampshire,79,Bryant,74
11/25/2018,Butler,58,Illinois St,56
11/25/2018,Jacksonville,68,Charleston So,58
11/25/2018,Colgate,84,Columbia,71
11/25/2018,Colorado St,56,Cornell,53
11/25/2018,Massachusetts,59,Fairfield,49
11/25/2018,Howard,77,F Dickinson,58
11/25/2018,Stanford,81,Hawaii,59
11/25/2018,Indiana,91,N Illinois,73
11/25/2018,Kansas,75,Iona,44
11/25/2018,James Madison,56,Winthrop,39
11/25/2018,Maine,47,Penn,46
11/25/2018,Wright St,76,Marist,60
11/25/2018,SE Missouri St,68,NJIT,58
11/25/2018,Virginia Tech,85,Richmond,57
11/25/2018,UNC Asheville,60,Wofford,46
11/25/2018,Appalachian St,74,Marshall,52
11/25/2018,Auburn,71,Louisiana,59
11/25/2018,Oakland,71,Canisius,60
11/25/2018,IUPUI,63,VA Commonwealth,61
11/25/2018,Rice,93,McNeese St,65
11/25/2018,Monmouth NJ,55,Sacred Heart,50
11/25/2018,UNC Greensboro,72,NC Pembroke,32
11/25/2018,USC,72,Nevada,51
11/25/2018,ULM,57,New Orleans,44
11/25/2018,Northwestern,90,TN Martin,64
11/25/2018,Stony Brook,81,Penn St,70
11/25/2018,UT Arlington,80,San Francisco,73
11/25/2018,LSU,60,Ark Little Rock,45
11/25/2018,Binghamton,60,Army,47
11/25/2018,C Michigan,73,Chattanooga,50
11/25/2018,Nebraska,77,Radford,39
11/25/2018,North Alabama,89,W Carolina,66
11/25/2018,Vanderbilt,78,Presbyterian,43
11/25/2018,St Louis,67,Virginia,65
11/25/2018,Arkansas,69,Wisconsin,68
11/25/2018,Coastal Car,90,Memphis,71
11/25/2018,Hofstra,53,Stetson,50
11/25/2018,Ga Southern,77,Bethune-Cookman,76
11/25/2018,Duquesne,93,St Francis PA,73
11/25/2018,UT San Antonio,66,Weber St,59
11/25/2018,Miami FL,73,Temple,61
11/25/2018,Old Dominion,80,Tennessee Tech,73
11/25/2018,Seton Hall,100,St Francis NY,77
11/25/2018,Navy,72,NC A&T,49
11/25/2018,UCF,71,Villanova,56
11/25/2018,St Joseph's PA,49,Loyola MD,46
11/25/2018,Holy Cross,56,Albany NY,50
11/25/2018,UTRGV,74,St Thomas TX,43
11/25/2018,Pittsburgh,78,Tennessee St,56
11/25/2018,Colorado,78,Utah St,68
11/25/2018,Boston College,112,Rider,61
11/25/2018,Quinnipiac,69,Ball St,66
11/25/2018,Missouri,62,Duke,54
11/25/2018,Norfolk St,66,Liberty,53
11/25/2018,UC Santa Barbara,62,Dartmouth,56
11/25/2018,Charlotte,62,Lehigh,60
11/25/2018,Michigan,80,Washington,73
11/25/2018,MTSU,66,UNLV,62
11/25/2018,Texas,72,Fordham,54
11/25/2018,Campbell,59,Florida Intl,54
11/25/2018,NE Omaha,57,Florida A&M,50
11/26/2018,Davidson,71,High Point,62
11/26/2018,Texas St,60,TAM C. Christi,53
11/26/2018,Louisville,95,Miami OH,73
11/26/2018,Utah,89,Seattle,62
11/26/2018,South Alabama,81,ETSU,74
11/26/2018,Toledo,65,Valparaiso,59
11/26/2018,DePaul,124,Savannah St,61
11/26/2018,Loyola-Chicago,76,Chicago St,40
11/26/2018,New Mexico St,101,N New Mexico,51
11/26/2018,Gardner Webb,82,Pfeiffer,46
11/26/2018,Central Conn,60,Morgan St,36
11/26/2018,Morehead St,119,Kentucky Chr,28
11/26/2018,Austin Peay,52,N Kentucky,48
11/27/2018,Alabama,59,Stetson,47
11/27/2018,Arizona,84,Incarnate Word,42
11/27/2018,E Michigan,52,IL Chicago,38
11/27/2018,G Washington,76,Towson,63
11/27/2018,Jacksonville St,84,Montevallo,52
11/27/2018,Seton Hall,90,MA Lowell,57
11/27/2018,Providence,61,Boston College,57
11/27/2018,Colorado,80,Pepperdine,65
11/27/2018,Loy Marymount,60,UC Davis,53
11/27/2018,Rhode Island,77,North Dakota,63
11/27/2018,Southern Miss,69,Northwestern LA,54
11/27/2018,Oklahoma St,60,Wichita St,47
11/27/2018,Yale,74,Wagner,41
11/27/2018,Arkansas St,74,Murray St,63
11/27/2018,Longwood,83,MD E Shore,71
11/27/2018,Wyoming,66,Montana St,58
11/27/2018,William & Mary,63,East Carolina,43
11/27/2018,Southern Utah,67,BYU,64
11/27/2018,Brown,78,J&W RI,46
11/27/2018,SE Louisiana,50,Jackson St,45
11/27/2018,Houston Bap,100,Univ of Southwest,57
11/27/2018,W Illinois,81,Wm Woods,73
11/28/2018,Tulsa,75,Abilene Chr,63
11/28/2018,Air Force,69,N Colorado,57
11/28/2018,Youngstown St,72,Akron,61
11/28/2018,UAB,82,Alabama A&M,47
11/28/2018,Cent Arkansas,57,Alcorn St,46
11/28/2018,American Univ,64,UMBC,42
11/28/2018,Mississippi St,98,Ark Little Rock,63
11/28/2018,Ball St,75,Cincinnati,63
11/28/2018,Bethune-Cookman,58,Jacksonville,56
11/28/2018,Boston Univ,60,New Hampshire,39
11/28/2018,Bradley,67,E Illinois,64
11/28/2018,CS Northridge,73,Cal Baptist,67
11/28/2018,Gonzaga,50,Colorado St,39
11/28/2018,Drexel,58,La Salle,43
11/28/2018,W Michigan,64,E Kentucky,53
11/28/2018,USC,62,Fresno St,61
11/28/2018,Howard,73,George Mason,59
11/28/2018,Georgia,67,Mercer,60
11/28/2018,Hampton,64,Samford,57
11/28/2018,South Dakota,64,Iowa St,59
11/28/2018,Kentucky,87,Morehead St,57
11/28/2018,N Illinois,81,N Dakota St,63
11/28/2018,Virginia Tech,67,Rutgers,51
11/28/2018,Stony Brook,87,SUNY New Paltz,50
11/28/2018,Texas,98,UT San Antonio,54
11/28/2018,VA Commonwealth,58,UNC Wilmington,47
11/28/2018,Weber St,68,UTEP,63
11/28/2018,Campbell,53,UNC Greensboro,49
11/28/2018,Connecticut,99,DePaul,63
11/28/2018,CS Fullerton,67,Dartmouth,62
11/28/2018,South Carolina,65,Dayton,55
11/28/2018,Duquesne,77,Kent,72
11/28/2018,FL Gulf Coast,76,Houston,71
11/28/2018,Indiana,87,Wake Forest,73
11/28/2018,Marquette,83,WI Milwaukee,74
11/28/2018,North Dakota,59,Massachusetts,52
11/28/2018,Michigan St,91,Virginia,66
11/28/2018,Rider,67,NJIT,46
11/28/2018,SMU,73,North Texas,66
11/28/2018,Portland,61,Utah St,54
11/28/2018,Villanova,67,Princeton,46
11/28/2018,Canisius,48,Albany NY,42
11/28/2018,Cal Poly,59,E Washington,55
11/28/2018,TN Martin,81,Chattanooga,79
11/28/2018,Duke,60,Wisconsin,53
11/28/2018,Holy Cross,65,Vermont,40
11/28/2018,New Mexico,84,Oklahoma,80
11/28/2018,Arkansas,74,Oral Roberts,61
11/28/2018,Northeastern,79,Florida,66
11/28/2018,Elon,88,Chowan,74
11/28/2018,Drake,85,Creighton,69
11/28/2018,Tulane,88,FL Atlantic,45
11/28/2018,Kennesaw,78,Ga Southern,59
11/28/2018,San Diego,72,San Diego St,71
11/28/2018,S Carolina St,71,SC Upstate,66
11/28/2018,Texas Tech,77,SF Austin,69
11/28/2018,WKU,90,Morgan St,43
11/28/2018,Army,69,St Francis NY,57
11/28/2018,Auburn,77,Xavier LA,58
11/28/2018,Clemson,69,Illinois,67
11/29/2018,Troy,116,Alabama St,46
11/29/2018,Toledo,78,Belmont,69
11/29/2018,Xavier,65,Bowling Green,49
11/29/2018,Lehigh,67,Cornell,54
11/29/2018,NE Omaha,51,Detroit,42
11/29/2018,Georgetown,58,Fordham,38
11/29/2018,Wofford,59,Gardner Webb,53
11/29/2018,Indiana St,62,SE Missouri St,51
11/29/2018,MA Lowell,69,LIU Brooklyn,64
11/29/2018,NC State,66,Michigan,55
11/29/2018,Washington St,91,San Francisco,61
11/29/2018,S Dakota St,77,WI Green Bay,47
11/29/2018,Bucknell,77,St Bonaventure,46
11/29/2018,North Florida,82,Charleston So,76
11/29/2018,Siena,55,Colgate,53
11/29/2018,St John's,82,Delaware St,44
11/29/2018,Marshall,72,Evansville,65
11/29/2018,Illinois St,62,Oakland,56
11/29/2018,Notre Dame,105,Iowa,71
11/29/2018,Purdue,74,Miami FL,63
11/29/2018,Minnesota,72,Syracuse,68
11/29/2018,TCU,55,Mississippi,50
11/29/2018,Pacific,91,San Jose St,67
11/29/2018,Providence,59,Yale,42
11/29/2018,St Mary's CA,80,UC Santa Barbara,55
11/29/2018,Loyola-Chicago,81,PFW,67
11/29/2018,St Joseph's PA,68,Columbia,61
11/29/2018,Kansas,68,LSU,61
11/29/2018,Louisville,85,Nebraska,68
11/29/2018,NC A&T,69,W Carolina,51
11/29/2018,St Louis,62,S Illinois,58
11/29/2018,Pittsburgh,52,Northwestern,49
11/29/2018,ETSU,95,Appalachian St,64
11/29/2018,Austin Peay,70,Lipscomb,58
11/29/2018,Sacred Heart,70,Hofstra,64
11/29/2018,South Alabama,78,Tennessee St,56
11/29/2018,UC Irvine,85,CS Bakersfield,78
11/29/2018,Lamar,74,Texas A&M,68
11/29/2018,MTSU,69,Georgia St,54
11/29/2018,BYU,77,Utah Valley,51
11/29/2018,Valparaiso,76,Chicago St,70
11/29/2018,Maryland,67,Georgia Tech,54
11/29/2018,Florida St,87,Penn St,58
11/29/2018,Ohio St,76,North Carolina,69
11/29/2018,James Madison,74,Liberty,53
11/29/2018,Missouri KC,98,Peru St,62
11/29/2018,Winthrop,71,Col Charleston,64
11/29/2018,High Point,102,Greensboro,50
11/29/2018,Dillard,63,Southern Univ,61
11/30/2018,UAB,80,Alcorn St,53
11/30/2018,Binghamton,73,F Dickinson,54
11/30/2018,C Michigan,82,Iona,39
11/30/2018,Furman,58,UNC Asheville,47
11/30/2018,Hartford,50,William & Mary,45
11/30/2018,Quinnipiac,72,Harvard,67
11/30/2018,South Florida,79,New Hampshire,36
11/30/2018,Oklahoma St,66,Texas St,55
11/30/2018,Stetson,80,Webber,52
11/30/2018,St Peter's,69,Wagner,57
11/30/2018,TAM C. Christi,64,Louisiana,63
11/30/2018,CS Northridge,53,Santa Clara,38
11/30/2018,Northern Iowa,53,IUPUI,40
11/30/2018,Washington,69,Seattle,58
11/30/2018,Marist,61,Elon,57
